id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
1525,Pays de la Loire,Bovins viande,Spécialisé Naisseur broutards croisés ,158.4,0.0,214.8,1,140.2,50.5,27.2,18.2
1526,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.9,0.0,16.1,0,2.8,0.0,2.8,0.7
1527,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",18.1,0.0,90.2,0,14.8,1.0,13.8,3.2
1528,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",104.6,0.3,85.2,0,79.4,18.9,41.6,2.7
1529,Normandie,Bovins lait,Robot de traite. Plus de 20% de maïs/SFP,116.2,1.3,120.4,108,55.3,0.0,0.0,48.3
1530,Normandie,Caprins,"MB de saison, 33% LL, ensilage de maïs",66.9,0.0,46.0,1,21.1,5.1,16.0,12.6
1531,Normandie,Autre,Engraisseur avec diversification canne,5.9,0.5,14.2,0,3.0,0.0,3.0,0.2
1532,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",117.9,0.9,116.5,0,9.8,1.5,0.0,108.0
1533,Bretagne,Caprins,"MB saison, affouragement en vert",12.0,1.0,27.3,0,7.0,3.8,3.2,5.1
1534,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",78.3,0.0,96.3,0,63.5,24.0,0.0,14.8
1535,Bretagne,Autre,Engraisseur avec diversification canne,6.1,0.0,25.9,0,2.6,0.0,2.6,0.1
1536,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.2,0.9,21.9,0,2.5,0.0,2.5,0.0
1537,Normandie,Ovins lait,"Début de traite au 20/02, foin",61.6,0.0,77.1,0,30.4,5.3,25.1,22.7
1538,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,217.4,0.5,107.8,0,18.7,0.0,0.0,137.6
1539,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",146.2,0.0,100.5,1,0.0,0.0,0.0,89.4
1540,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",223.0,0.0,108.9,1,5.3,1.1,0.3,115.0
1541,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",109.3,0.0,119.3,1,33.3,1.5,0.4,76.0
1542,Bretagne,Grandes cultures,"Race charolaise, 200 places",275.5,0.8,116.3,0,10.5,0.2,0.7,131.6
1543,Bretagne,Ovins viande,1 période de mise bas,78.1,1.1,34.6,0,12.6,10.8,1.8,49.1
1544,Pays de la Loire,Caprins,"Désaisonnement, 30% LL, foin de luzerne",76.5,0.7,0.0,0,34.7,11.4,4.3,41.8
1545,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,222.0,0.0,127.5,0,0.0,0.0,0.0,168.2
1546,Normandie,Ovins viande,Agnelage principal en hiver,70.8,0.0,89.9,0,20.5,8.6,11.8,50.4
1547,Normandie,Bovins lait,25 % maïs/SFP (irrigation),185.6,0.4,126.5,119,111.6,83.6,28.0,0.0
1548,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,167.8,0.0,148.0,0,5.4,0.0,1.0,67.3
1549,Normandie,Autre,Engraisseur avec diversification canne,7.1,2.0,13.6,0,2.5,0.0,1.8,0.0
1550,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",87.7,0.0,88.4,0,61.9,7.9,53.9,25.9
1551,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",77.1,0.9,103.4,0,58.7,12.1,46.6,18.4
1552,Normandie,Autre,Engraisseur avec diversification canne,10.7,0.0,11.6,0,4.3,0.0,2.1,0.0
1553,Bretagne,Bovins viande,"Vêl.automne, Broutards repoussés",171.3,1.8,134.9,0,137.3,133.2,4.1,24.2
1554,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",118.3,0.4,60.5,0,73.2,15.8,57.4,5.0
1555,Bretagne,Bovins viande,"Boeufs, femelles finies",0.0,0.0,183.3,0,0.0,0.0,0.0,0.0
1556,Bretagne,Ovins viande,3 mises bas en 2 ans non systématique,87.6,0.7,77.6,0,7.7,7.0,0.8,36.0
1557,Bretagne,Ovins lait,"Début de traite au 20/02, foin",76.1,0.0,60.3,0,20.6,5.2,15.5,35.9
1558,Normandie,Ovins lait,"Début de traite au 20/02, foin",114.6,0.0,59.8,1,92.0,21.3,24.4,22.6
1559,Normandie,Caprins,Pastoral assurant par le distribué,37.4,0.2,46.6,0,31.3,8.7,20.3,0.0
1560,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux lourds bergerie,0.0,0.7,55.4,0,0.0,0.0,0.0,0.0
1561,Normandie,Caprins,Mises bas désaisonnées,55.0,0.0,45.0,1,27.0,0.0,9.3,0.0
1562,Bretagne,Caprins,"2 périodes de mises bas, foin de luzerne",84.4,0.0,55.1,0,60.7,10.2,10.0,23.7
1563,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,129.4,0.0,127.3,0,4.0,0.0,1.4,109.2
1564,Bretagne,Bovins lait,1/3 pâture VL au printemps ,138.3,1.1,173.8,98,75.6,41.5,34.1,59.2
1565,Bretagne,Caprins,Mises bas saison,5.2,0.9,66.9,0,2.6,0.2,2.3,2.6
1566,Normandie,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,141.1,0.0,208.0,63,94.6,0.0,57.8,46.5
1567,Bretagne,Caprins,"MB saison, affouragement en vert",107.1,0.0,29.0,0,22.1,0.0,22.1,40.1
1568,Bretagne,Bovins viande,"Race blonde d'Aquitaine, vêlages d'hiver",111.2,0.0,177.6,0,72.4,72.4,0.0,36.7
1569,Normandie,Caprins,65% du lait transformé en fromages ,56.0,0.0,0.0,1,44.3,1.1,23.2,0.0
1570,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux semi-finis,95.4,2.1,85.8,2,34.6,12.7,21.9,60.8
1571,Normandie,Autre,Engraisseur avec diversification canne,8.3,0.0,16.3,1,2.9,0.0,2.3,0.0
1572,Bretagne,Ovins viande,2 périodes de mise bas,29.8,0.0,68.1,0,9.7,0.0,9.7,20.1
1573,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",77.9,0.1,67.7,1,54.5,14.6,36.4,23.4
1574,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",113.0,2.3,75.7,1,31.2,14.9,0.0,31.2
1575,Bretagne,Bovins lait,Zero concentré,187.3,1.1,112.4,43,114.0,76.6,37.4,30.9
1576,Bretagne,Bovins viande,"Désaisonnement, LL, ensilage de maïs ",144.1,0.0,109.1,0,95.9,52.7,43.2,48.2
1577,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",72.3,0.5,72.0,1,47.2,16.1,24.3,20.1
1578,Normandie,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,31.2,0.0,125.6,0,9.5,7.2,2.3,21.6
1579,Normandie,Ovins viande,3 agn.s en 2 ans Reproducteurs ,94.1,0.0,25.7,0,29.2,14.8,14.4,57.5
1580,Normandie,Caprins,"MB saison, pâturage et affouragement",90.4,1.8,73.8,0,54.6,7.0,44.8,29.4
1581,Pays de la Loire,Bovins lait,10 à 20% de maïs dans la SFP,149.0,0.0,71.6,90,18.5,10.2,8.4,0.0
1582,Bretagne,Bovins viande,"Vêl. hiver, Broutards, femelles finies",62.4,0.0,193.2,0,32.0,28.0,4.0,30.4
1583,Bretagne,Caprins,"MB saison, affouragement en vert",93.9,0.0,23.0,0,42.5,10.5,32.0,51.5
1584,Normandie,Bovins lait,"35 % de la SAU en SFP, maïs dominant",148.3,1.0,118.0,84,80.1,8.8,32.5,68.2
1585,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",113.8,0.2,97.2,1,103.1,0.0,91.7,10.7
1586,Bretagne,Caprins,Mises bas saison,96.6,0.0,72.2,0,45.7,0.0,1.6,1.9
1587,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",117.4,0.9,95.6,0,10.6,0.0,1.2,106.8
1588,Normandie,Caprins,65% du lait transformé en fromages ,85.5,0.0,65.5,0,18.9,0.0,18.2,0.0
1589,Bretagne,Bovins viande,"Structure moyenne spécialisée, montagne",12.6,0.0,99.4,0,12.6,11.2,1.4,0.0
1590,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.6,0.0,14.5,0,3.4,1.5,1.9,0.5
1591,Bretagne,Caprins,"MB désaisonnées, enrubannage",61.6,0.0,27.3,0,30.6,4.2,20.9,0.0
1592,Normandie,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,105.9,0.2,62.4,0,48.0,40.5,4.0,57.9
1593,Bretagne,Bovins viande,"Vêl. hiver, Broutards, femelles finies",260.8,0.0,123.2,0,129.9,0.0,59.1,12.7
1594,Normandie,Bovins lait,Engraissement de taurillons laitiers,236.0,0.4,112.2,64,140.3,50.7,32.9,56.0
1595,Pays de la Loire,Caprins,"MB saison, pâturage et foin",11.2,0.6,82.6,0,0.5,0.2,0.3,10.6
1596,Bretagne,Autre,Engraisseur avec diversification canne,9.7,0.0,20.9,0,2.6,0.0,2.3,0.0
1597,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,124.0,0.9,101.0,0,2.9,0.0,0.0,121.1
1598,Bretagne,Caprins,Pastoral misant sur les parcours,10.4,1.0,41.5,0,4.7,0.0,4.7,5.7
1599,Pays de la Loire,Bovins lait,AOP Laguiole,176.7,0.2,30.4,139,116.9,40.5,0.0,29.8
1600,Bretagne,Ovins lait,"Début de traite au 20/02, foin",55.5,0.0,63.9,0,19.5,5.3,14.3,34.7
1601,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",94.5,0.0,76.0,0,71.7,10.9,60.8,22.8
1602,Bretagne,Caprins,"MB saison, pâturage",45.8,0.2,53.0,1,12.4,7.0,5.4,2.6
1603,Pays de la Loire,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,98.0,0.6,155.8,84,98.0,11.1,2.6,0.0
1604,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,92.4,1.6,7.1,0,11.2,5.2,6.0,0.0
1605,Bretagne,Ovins lait,"Début de traite au 20/02, foin",111.0,0.5,102.6,0,42.4,4.0,38.4,39.9
1606,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.9,0.5,22.7,0,2.8,0.0,2.4,0.2
1607,Bretagne,Bovins lait,AOP - Zone volcanique d'altitude,120.1,0.9,156.0,42,62.1,27.7,34.4,58.0
1608,Pays de la Loire,Bovins lait,100% herbe,203.2,0.6,104.1,97,138.7,90.9,37.0,64.5
1609,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",125.7,0.6,93.9,0,109.2,18.3,50.5,16.5
1610,Pays de la Loire,Bovins viande,"Vêl. étalés, Veaux de lait sous la mère",75.9,0.4,138.8,0,67.5,49.2,18.3,8.4
1611,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",116.0,0.0,90.4,0,94.7,14.7,24.0,3.8
1612,Normandie,Bovins viande,"Structure moyenne spécialisée, montagne",135.1,0.0,114.5,1,49.2,38.6,10.7,43.0
1613,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",86.6,1.9,105.9,0,80.7,7.6,73.1,5.9
1614,Normandie,Autre,Engraisseur avec diversification canne,8.8,0.0,17.2,0,2.8,0.1,2.7,0.0
1615,Normandie,Ovins viande,Alimentation sèche ,0.0,0.6,56.5,0,0.0,0.0,0.0,0.0
1616,Normandie,Bovins viande,"Charolaise, Broutards et femelles finies",80.9,1.1,154.6,0,33.8,32.8,1.0,31.0
1617,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",151.3,0.0,81.9,0,67.8,13.3,33.4,23.3
1618,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",55.4,0.2,103.8,0,37.4,17.8,13.4,18.0
1619,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",132.8,0.0,107.4,0,96.7,18.8,50.2,14.3
1620,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,241.9,0.0,113.6,1,21.4,0.0,0.0,220.5
1621,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",143.6,0.3,147.2,0,21.8,0.6,0.0,121.8
1622,Pays de la Loire,Bovins lait,AOP Cantal et Bleu d'Auvergne,88.7,0.0,156.2,129,71.7,20.3,51.5,17.0
1623,Pays de la Loire,Ovins viande,2 périodes de mise bas ,70.2,0.2,43.3,0,36.1,16.5,19.6,0.0
1624,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",134.8,0.8,88.3,0,50.3,14.8,35.6,34.4
1625,Bretagne,Ovins viande,Agnelage x1 - tardons semi-finis,113.6,0.0,101.8,2,60.5,0.0,39.4,0.0
1626,Normandie,Caprins,"MB saison, maxi pâturage",48.6,0.0,32.4,0,31.9,0.0,0.0,0.0
1627,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",106.0,1.1,84.2,0,77.9,12.3,65.6,12.9
1628,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,254.8,0.0,156.0,0,0.0,0.0,0.0,195.7
1629,Pays de la Loire,Bovins lait,Engraissement de taurillons laitiers,206.9,0.0,119.8,93,39.9,39.9,0.0,126.1
1630,Normandie,Autre,Engraisseur avec diversification canne,9.4,0.8,20.6,0,2.7,0.1,2.4,0.0
1631,Pays de la Loire,Autre,Engraisseur avec diversification canne,12.8,0.0,19.6,0,2.8,0.2,2.6,0.0
1632,Normandie,Bovins lait,0% pâture VL,13.8,0.5,117.9,161,12.8,7.0,5.8,1.0
1633,Normandie,Ovins viande,3 agn./2 ans non systématique Bergerie,114.5,0.0,112.4,1,63.1,0.0,22.1,0.0
1634,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,207.0,0.1,131.5,0,8.0,0.8,0.0,199.0
1635,Normandie,Autre,Engraisseur avec diversification canne,9.2,0.9,18.6,0,3.2,0.9,2.3,0.0
1636,Pays de la Loire,Ovins viande,Agnelage x2 - agneaux maigres dominants,34.4,1.7,52.4,0,3.8,2.7,1.1,30.6
1637,Normandie,Ovins viande,Trois périodes d'agn. Bergerie dominants,108.0,1.4,108.6,0,91.2,36.6,3.3,0.0
1638,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",143.8,1.3,75.5,0,66.5,16.0,0.0,18.8
1639,Normandie,Grandes cultures,"Race charolaise, 200 places",122.8,0.0,128.9,0,22.7,1.9,1.2,86.1
1640,Bretagne,Grandes cultures,"Race charolaise, 200 places",122.7,0.0,111.2,1,11.7,0.0,1.3,111.0
1641,Bretagne,Bovins lait,10 à 20% de maïs dans la SFP,101.1,0.0,188.7,114,101.1,0.0,31.0,0.0
1642,Normandie,Grandes cultures,"Race charolaise, 200 places",128.3,0.0,91.9,0,0.4,0.0,0.0,127.9
1643,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",133.2,1.3,117.0,0,19.1,0.8,0.2,114.1
1644,Normandie,Caprins,Réussir sa commercialisation,66.8,1.6,39.2,0,20.2,5.6,12.6,46.6
1645,Pays de la Loire,Ovins lait,"Début de traite au 20/02, foin",119.1,0.5,101.6,0,83.5,5.0,78.5,22.1
1646,Bretagne,Caprins,"Deux périodes de MB, foin de luzerne",0.0,0.0,56.0,0,0.0,0.0,0.0,0.0
1647,Normandie,Bovins lait,100% pâture VL pendant 3 mois,221.4,0.0,56.6,140,31.3,0.0,31.3,0.0
1648,Normandie,Autre,Engraisseur avec diversification canne,11.0,1.0,11.5,1,2.6,0.8,1.8,1.5
1649,Bretagne,Bovins lait,"35 % de la SAU en SFP, maïs dominant",137.8,0.0,25.4,39,0.0,0.0,0.0,0.0
1650,Pays de la Loire,Ovins lait,"Début de traite au 01/09, ensilage herbe",67.9,0.0,75.9,0,45.4,15.2,21.0,21.7
1651,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,179.2,1.6,108.6,0,28.1,0.0,0.0,151.1
1652,Bretagne,Bovins viande,"Vêl. fin d'hiver, taurillons maigres",140.6,0.7,218.2,2,140.6,0.0,52.5,0.0
1653,Bretagne,Ovins viande,Agnelage x2 - agneaux lourds bergerie,172.8,0.0,57.5,0,71.7,1.3,38.8,53.7
1654,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",120.5,0.0,67.5,0,29.8,16.3,3.5,18.9
1655,Bretagne,Autre,Engraisseur avec diversification canne,9.7,0.3,11.4,0,2.4,0.2,2.3,1.1
1656,Bretagne,Autre,Engraisseur avec diversification canne,9.3,0.0,10.6,0,4.7,0.7,2.8,0.0
1657,Bretagne,Bovins lait,Une partie des concentrés achetée,109.7,1.7,132.1,50,44.8,6.1,26.5,55.3
1658,Pays de la Loire,Bovins lait,100% pâture VL pendant 4 mois,46.1,1.5,114.8,44,26.2,16.1,10.2,19.9
1659,Pays de la Loire,Ovins viande,Alimentation sèche ,34.2,0.5,34.7,0,19.1,4.7,14.3,15.2
1660,Pays de la Loire,Bovins lait,100% pâture VL pendant 3 mois,122.6,1.4,84.2,64,102.6,53.5,44.3,0.0
1661,Normandie,Ovins lait,"Début de traite au 01/12, enrubannage",123.0,1.7,69.2,0,50.7,6.8,43.9,0.0
1662,Normandie,Caprins,"MB saison, monotraite, pâturage, méteil",61.2,0.6,37.7,0,0.8,0.1,0.7,28.5
1663,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,207.1,0.3,114.1,0,7.0,0.0,1.2,174.9
1664,Normandie,Bovins viande,"Vêl. aut, Très jeunes bovins-fem. finies",127.3,0.0,120.6,0,103.2,56.3,47.0,24.0
1665,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,34.4,0.0,158.4,0,0.0,0.0,0.0,34.4
1666,Pays de la Loire,Ovins viande,Bergerie dominants - auto renouvellement,153.4,0.0,47.0,0,71.7,0.0,12.0,0.0
1667,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,69.0,0.3,140.0,0,8.5,0.0,0.9,60.5
1668,Pays de la Loire,Ovins lait,"Début de traite au 20/02, foin",107.5,0.0,88.0,0,77.1,10.5,55.6,13.6
1669,Pays de la Loire,Ovins viande,Un agn. en automne Bergerie et herbe,83.9,0.0,116.9,0,33.1,32.5,0.0,50.8
1670,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.9,1.1,15.6,0,3.3,0.0,2.8,0.0
1671,Pays de la Loire,Bovins viande,"Vêl. hiver-printemps, Broutards lourds",150.8,0.0,175.6,0,150.8,16.3,27.3,0.0
1672,Normandie,Grandes cultures,"Race charolaise, 200 places",215.9,0.4,119.0,0,37.2,0.0,0.2,126.4
1673,Normandie,Autre,Engraisseur avec diversification canne,12.7,0.0,20.5,1,4.0,0.0,3.4,0.0
1674,Bretagne,Caprins,Une gamme bien valorisée,32.3,0.0,13.0,0,11.5,5.8,5.7,20.7
1675,Normandie,Ovins lait,"Début de traite au 15/12, foin ventilé",85.7,0.0,69.1,0,65.2,10.6,54.6,20.4
1676,Normandie,Caprins,"Mises bas en saison, enrubannage et foin",7.6,0.3,11.5,0,5.2,0.0,5.2,0.6
1677,Pays de la Loire,Caprins,"Désaisonnement, 30% LL, foin de luzerne",0.0,0.0,50.1,0,0.0,0.0,0.0,0.0
1678,Normandie,Bovins viande,"MB saison, pâturage, enrubannage et foin",77.3,0.8,109.7,0,68.0,49.4,18.6,9.3
1679,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",40.5,0.7,86.9,0,34.2,11.2,23.0,6.3
1680,Normandie,Bovins lait,0% pâture VL,155.4,0.3,73.9,76,113.2,45.2,22.9,25.1
1681,Bretagne,Caprins,Pastoral misant sur les parcours,62.1,1.2,22.7,1,0.0,0.0,0.0,0.0
1682,Normandie,Autre,Engraisseur avec diversification canne,9.8,0.5,19.7,1,3.2,0.0,3.2,0.1
1683,Bretagne,Autre,Engraisseur avec diversification canne,11.1,0.4,21.2,0,2.0,0.0,2.0,0.0
1684,Pays de la Loire,Autre,Engraisseur avec diversification canne,9.2,0.3,17.1,0,3.2,0.3,2.9,0.0
1685,Bretagne,Autre,Engraisseur avec diversification canne,15.3,0.2,12.3,0,3.0,0.9,2.0,0.0
1686,Normandie,Grandes cultures,"Race charolaise, 200 places",73.9,0.8,85.9,0,0.0,0.0,0.0,73.9
1687,Bretagne,Bovins lait,Une partie des concentrés achetée,102.6,0.3,146.2,98,70.6,49.9,20.7,0.0
1688,Pays de la Loire,Ovins lait,"Début de traite au 15/02, ensilage herbe",60.7,0.9,87.4,1,33.0,2.4,30.6,24.8
1689,Bretagne,Bovins lait,"35% maïs/SFP, 97 VL",12.5,1.4,81.9,64,6.4,2.9,3.5,6.2
1690,Bretagne,Caprins,"Désaisonnement, enrubannage",68.1,0.0,50.9,0,0.0,0.0,0.0,0.0
1691,Pays de la Loire,Caprins,"MB saison, pâturage et foin",53.4,1.0,75.0,0,53.4,15.7,27.4,0.0
1692,Normandie,Autre,Engraisseur avec diversification canne,9.0,1.7,19.2,0,3.0,1.1,1.9,0.0
1693,Bretagne,Bovins viande,"Vêl hiver, Repousse - femelles finies",245.9,0.0,92.4,0,61.7,49.4,12.3,16.7
1694,Normandie,Bovins viande,"Vêl. hiver, Jeunes bovins, fem. finies",10.9,0.0,80.9,1,10.9,7.3,3.6,0.0
1695,Normandie,Bovins viande,"Veaux sous la mère, femelles finies",106.7,1.8,129.8,1,94.5,75.9,18.6,12.3
1696,Bretagne,Ovins viande,Un agn. En automne Bergerie dominants,91.7,1.6,33.7,0,68.0,37.8,18.1,22.2
1697,Bretagne,Bovins viande,Spécialisé Naisseur broutards croisés ,87.4,0.0,74.8,0,55.8,31.4,24.4,5.3
1698,Normandie,Caprins,"Deux périodes de MB, foin de luzerne",50.2,1.4,49.9,0,21.2,10.8,10.4,29.0
1699,Normandie,Bovins viande,"Vêl. étalés, veaux ss la mère limousins",133.0,0.0,240.4,0,42.6,27.4,15.2,71.7
1700,Normandie,Caprins,"MB de saison, 33% LL, ensilage de maïs",112.2,0.1,34.6,1,19.8,7.6,12.2,0.0
1701,Normandie,Caprins,"MB saison, pâturage et affouragement",65.8,0.0,11.8,0,36.0,3.4,15.7,4.8
1702,Normandie,Grandes cultures,"Race charolaise, 200 places",129.7,0.0,115.9,3,0.0,0.0,0.0,129.7
1703,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.8,0.3,15.8,0,3.6,1.1,2.4,1.5
1704,Bretagne,Ovins viande,3 mises bas en 2 ans,147.5,1.2,24.3,0,28.6,26.0,2.5,42.3
1705,Normandie,Bovins viande,"Vêl. hiver, Jeunes bovins 16-18 mois",106.8,0.0,80.0,0,78.0,46.7,31.2,27.5
1706,Bretagne,Autre,Engraisseur avec diversification canne,11.1,0.0,15.8,0,2.8,0.0,2.8,0.6
1707,Bretagne,Autre,Engraisseur avec diversification canne,9.0,0.1,19.6,0,2.9,0.0,2.9,0.5
1708,Bretagne,Ovins lait,"Début de traite au 01/12, enrubannage",46.7,2.3,80.7,0,38.4,15.8,22.5,8.3
1709,Normandie,Autre,Engraisseur avec diversification canne,9.2,0.0,15.4,0,4.2,0.0,4.0,0.5
1710,Normandie,Bovins viande,"Vêl. Précoce, Repousse - Femelles finies",161.6,0.0,152.3,0,47.5,39.5,7.9,0.0
1711,Normandie,Autre,Engraisseur avec diversification canne,7.8,0.6,17.4,0,3.7,1.8,1.9,0.0
1712,Bretagne,Bovins lait,"35% maïs/SFP, 97 VL",1.1,0.5,184.4,38,1.1,0.9,0.1,0.0
1713,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.4,0.0,21.4,0,3.3,1.9,1.4,1.5
1714,Normandie,Ovins viande,1 période de mise bas,24.9,1.1,44.1,0,12.9,10.9,0.0,12.0
1715,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",49.3,0.0,62.8,0,40.4,6.6,33.7,8.9
1716,Pays de la Loire,Bovins lait,10 à 20% de maïs dans la SFP,22.6,1.3,77.0,0,18.7,6.8,11.9,4.0
1717,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",74.8,0.0,93.0,0,54.8,20.7,34.1,20.0
1718,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",93.9,0.0,105.3,0,51.8,5.8,38.8,30.2
1719,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",99.0,0.0,94.9,0,58.6,12.8,42.5,22.7
1720,Bretagne,Caprins,"MB de saison, 33% LL, ensilage de maïs",0.0,0.4,42.2,0,0.0,0.0,0.0,0.0
1721,Bretagne,Autre,Engraisseur avec diversification canne,10.2,0.0,19.3,0,3.2,0.1,3.0,0.1
1722,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",37.6,0.0,83.9,0,34.3,15.1,4.3,3.3
1723,Bretagne,Caprins,"MB saison, monotraite, pâturage, méteil",17.3,0.0,1.1,0,0.0,0.0,0.0,10.5
1724,Bretagne,Caprins,Une gamme lactique en circuits courts,72.5,0.0,66.5,0,15.2,2.6,12.6,0.0
1725,Pays de la Loire,Bovins viande,"Structure moyenne mixte, coteaux",175.1,3.0,141.7,0,89.6,35.5,0.0,0.0
1726,Bretagne,Caprins,"Deux périodes de MB, foin de luzerne",161.1,0.6,46.4,2,30.6,14.2,16.4,3.1
1727,Bretagne,Caprins,"Deux périodes de MB, foin de luzerne",9.0,0.9,47.6,0,6.0,0.7,5.3,2.9
1728,Normandie,Bovins lait,50% Maïs/SFP,106.9,0.5,132.4,60,54.9,22.9,32.0,51.9
1729,Normandie,Grandes cultures,"Race charolaise, 200 places",109.6,0.0,121.1,0,0.0,0.0,0.0,77.6
1730,Normandie,Caprins,"MB de saison, 33% LL, ensilage de maïs",94.9,0.3,17.5,2,22.5,0.0,20.7,18.1
1731,Bretagne,Caprins,Une gamme bien valorisée,64.3,0.0,53.4,0,8.0,1.8,6.2,0.0
1732,Pays de la Loire,Caprins,Un systéme simple mais technique ,30.1,0.0,106.4,1,6.4,6.4,0.0,23.7
1733,Normandie,Autre,Engraisseur avec diversification canne,11.5,0.0,22.0,0,2.9,0.0,2.2,0.0
1734,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",102.8,0.8,87.7,0,33.7,10.3,23.4,10.8
1735,Bretagne,Caprins,"Désaisonnement, 30% LL, foin de luzerne",21.2,0.0,25.8,0,10.6,0.0,10.6,10.6
1736,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,102.1,0.0,133.0,0,3.0,0.5,0.0,99.0
1737,Pays de la Loire,Caprins,65% du lait transformé en fromages ,167.2,0.1,77.0,0,41.3,21.4,19.1,0.0
1738,Pays de la Loire,Autre,Engraisseur avec diversification canne,6.9,0.0,17.5,0,2.7,0.0,2.7,0.0
1739,Normandie,Autre,Engraisseur avec diversification canne,12.6,0.7,22.6,0,3.4,0.0,3.4,0.0
1740,Bretagne,Autre,Engraisseur avec diversification canne,9.2,0.0,16.7,0,2.6,0.0,2.6,0.8
1741,Bretagne,Grandes cultures,"Race charolaise, 200 places",86.1,0.0,123.7,0,7.9,0.3,0.0,78.1
1742,Pays de la Loire,Bovins viande,"Vêl. automne, jeunes bovins-fem. finies",222.0,0.9,46.8,0,66.9,66.9,0.0,62.2
1743,Pays de la Loire,Bovins lait,AOP - Système tout foin (séchage au sol),51.0,0.0,197.0,69,9.9,9.9,0.0,41.1
1744,Normandie,Ovins viande,3 agn./2 ans non systématique Bergerie ,131.6,1.4,60.6,0,76.0,14.5,0.0,0.0
1745,Bretagne,Autre,Engraisseur avec diversification canne,8.5,0.2,22.0,0,2.4,0.0,2.4,0.0
1746,Normandie,Bovins viande,Deux périodes d'agn. Bergerie et herbe,83.3,0.0,121.5,0,33.1,13.4,19.7,50.2
1747,Normandie,Ovins viande,Agnelage x2 - agneaux lourds bergerie,53.7,0.0,74.4,0,49.7,22.1,27.6,0.0
